conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null									0.8x	
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Phenylephrine (Duramax)
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Eye deviation									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Erythromycin Ophthalmic
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null					0.7x					
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null			Other extraocular muscle and orbit therapeutic procedures							
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null								Black		
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		9								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Nepafenac Ophthalmic
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null				5-14 years						
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null			Other diagnostic radiology and related techniques							
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null					1.5x					
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Double vision									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Prasugrel (Effient)
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null				75+ years						
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Cyclopentolate Ophthalmic
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null				45-59 years						
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Eye moves abnormally									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null								White		
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null									1.4x	
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null								Hispanic		
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		11								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		9								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null					3.5x					
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null				30-44 years						
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null							1.0x			
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		20								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		70								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Cross-eyed									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null			Ophthalmic examination and evaluation (Eye exam)							
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		16								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null			Other intraocular therapeutic procedures							
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		6								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Pain in eye									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										"Sodium Chloride, Hypertonic, Ophthalmic"
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null				60-74 years						
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		16								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null					0.4x					
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null		24								
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Symptoms of eye									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Timolol
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Tetrahydrozoline Ophthalmic
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Itchiness of eye									
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null			Lens and cataract procedures							
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null								Other		
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null										Prednisolone Ophthalmic
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null				15-29 years						
Astigmatism	http://www.symcat.com/conditions/astigmatism	Astigmatism	null	Eye redness									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Torsemide
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"									1.3x	
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"								Other		
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Kidney function tests (Kidney function test)							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					0.0x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Dizziness									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"						Female				
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Propafenone
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Potassium Chloride
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Shortness of breath									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"									0.6x	
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"								White		
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		21								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					5.3x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		22								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Furosemide
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"								Black		
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"									0.5x	
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Electrocardiogram							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Palpitations									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				30-44 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				75+ years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		31								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		38								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		2								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Hematologic tests (Blood test)							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				45-59 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Increased heart rate									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Amiodarone
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Electrolytes panel							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				60-74 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				5-14 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					0.1x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Flecainide
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Glucose measurement (Glucose level)							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Bumetanide
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Digoxin
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Dronedarone (Multaq)
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		46								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					2.4x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Fatigue									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Diltiazem
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"							0.9x			
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Cardiac enzymes measurement (Cardiac enzymes test)							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Complete blood count (Cbc)							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"			Intravenous fluid replacement							
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Warfarin
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				< 1 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"						Male				
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				15-29 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					0.0x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"									0.5x	
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"								Hispanic		
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Decreased heart rate									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					0.0x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Irregular heartbeat									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					0.7x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"					0.0x					
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"							1.2x			
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"	Sharp chest pain									
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		28								
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Carvedilol
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"										Sotalol
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"				1-4 years						
Atrial fibrillation	http://www.symcat.com/conditions/atrial-fibrillation	Atrial fibrillation	"Also known as AF, A Fib, and Auricular Fibrillation"		26								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Hydroquinone Topical
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Wound care management							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				15-29 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					0.1x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					2.0x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		49								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					0.4x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				45-59 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		17								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null								White		
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Tretinoin Topical
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Minocycline
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null									0.4x	
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		15								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Other diagnostic procedures on skin and subcutaneous tissue							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				1-4 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Biopsy							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Injections and aspirations of muscles; tendons; bursa; joints and soft tissue							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null								Hispanic		
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null							1.2x			
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Excision (Removal)							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Skin lesion									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null								Other		
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null								Black		
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Abnormal appearing skin									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Desonide Topical
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		17								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					0.3x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					1.2x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				5-14 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		11								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		39								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Skin moles									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null						Male				
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		78								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Collagen
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				< 1 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Excision of skin lesion							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Diethylstilbestrol
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Acne or pimples									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Sodium Sulfacetamide-Sulfur Topical
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Salicylic Acid Topical
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		19								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				75+ years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null							0.7x			
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		17								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Too little hair									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Lip swelling									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		11								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Ethanol (On Guard)
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Metronidazole Topical Product
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				60-74 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		35								
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Botulinum Toxin Type A (Botox)
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Complete physical skin exam performed (ML)							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					0.5x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null				30-44 years						
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Skin swelling									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					1.5x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Skin growth									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null									0.9x	
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Skin irritation									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null									1.2x	
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null						Female				
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null			Orthopedic casting							
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null										Aluminum Chloride Hexahydrate Topical
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Itching of skin									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Wrinkles on skin									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null					0.6x					
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null									0.9x	
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null	Warts									
Atrophic skin condition	http://www.symcat.com/conditions/atrophic-skin-condition	Atrophic skin condition	null		34								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Depression screen (Depression screening)							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					0.1x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Psychotherapy							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		9								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					0.0x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				60-74 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Lack of growth									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Dextroamphetamine (Adderall)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					0.4x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Depressive or psychotic symptoms									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Clonidine
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					1.3x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Excessive anger									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				1-4 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		2								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		32								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				45-59 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Temper problems									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome								Other		
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Mental health counseling							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					0.0x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Aripiprazole (Abilify)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Electroencephalogram (EEG) (Eeg)							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Oxcarbazepine (Trileptal)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Adderall
