title	other_names	desc	diseases	side_effects
Meclizine	"Also known as Bonine, Ru-Vert-M, Antivert, D-Vert, Driminate Ii, Meclicot, Medivert, Meni-D, Travel-Ease, and Bonikraft"	"Meclozine (INN, or meclizine) is an antihistamine considered to be an antiemetic. It is sold under the brand names Bonine, Bonamine, Antivert, Postafen, Sea Legs, and Dramamine (Less Drowsy Formulation). Emesafene is a combination of meclozine (1/3) and pyridoxine (2/3). In Canada, Antivert Tab (which is no longer available) was a combination of meclozine and nicotinic acid."	Benign paroxysmal positional vertical (BPPV)	
Meclizine	"Also known as Bonine, Ru-Vert-M, Antivert, D-Vert, Driminate Ii, Meclicot, Medivert, Meni-D, Travel-Ease, and Bonikraft"	"Meclozine (INN, or meclizine) is an antihistamine considered to be an antiemetic. It is sold under the brand names Bonine, Bonamine, Antivert, Postafen, Sea Legs, and Dramamine (Less Drowsy Formulation). Emesafene is a combination of meclozine (1/3) and pyridoxine (2/3). In Canada, Antivert Tab (which is no longer available) was a combination of meclozine and nicotinic acid."	Meniere disease	
Meclizine	"Also known as Bonine, Ru-Vert-M, Antivert, D-Vert, Driminate Ii, Meclicot, Medivert, Meni-D, Travel-Ease, and Bonikraft"	"Meclozine (INN, or meclizine) is an antihistamine considered to be an antiemetic. It is sold under the brand names Bonine, Bonamine, Antivert, Postafen, Sea Legs, and Dramamine (Less Drowsy Formulation). Emesafene is a combination of meclozine (1/3) and pyridoxine (2/3). In Canada, Antivert Tab (which is no longer available) was a combination of meclozine and nicotinic acid."	Rabies	
Meclizine	"Also known as Bonine, Ru-Vert-M, Antivert, D-Vert, Driminate Ii, Meclicot, Medivert, Meni-D, Travel-Ease, and Bonikraft"	"Meclozine (INN, or meclizine) is an antihistamine considered to be an antiemetic. It is sold under the brand names Bonine, Bonamine, Antivert, Postafen, Sea Legs, and Dramamine (Less Drowsy Formulation). Emesafene is a combination of meclozine (1/3) and pyridoxine (2/3). In Canada, Antivert Tab (which is no longer available) was a combination of meclozine and nicotinic acid."	Labyrinthitis	
Meclizine	"Also known as Bonine, Ru-Vert-M, Antivert, D-Vert, Driminate Ii, Meclicot, Medivert, Meni-D, Travel-Ease, and Bonikraft"	"Meclozine (INN, or meclizine) is an antihistamine considered to be an antiemetic. It is sold under the brand names Bonine, Bonamine, Antivert, Postafen, Sea Legs, and Dramamine (Less Drowsy Formulation). Emesafene is a combination of meclozine (1/3) and pyridoxine (2/3). In Canada, Antivert Tab (which is no longer available) was a combination of meclozine and nicotinic acid."	Ringing in ear	
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Pick disease	Itching of skin
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Prostatitis	Symptoms of the breast
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Urinary tract infection	Skin rash
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Sepsis	Itching of unknown cause
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Diverticulitis	Ear pain
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Acute respiratory distress syndrome (ARDS)	Paresthesia
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Pneumonia	
Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Pyelonephritis	
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Hemiplegia	Incontinence of stool
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Cerebral palsy	Pain
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Complex regional pain syndrome	Nausea
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Multiple sclerosis	Shortness of breath
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Muscle spasm	Involuntary urination
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Amyotrophic lateral sclerosis (ALS)	Restlessness
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Overflow incontinence	Retention of urine
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."	Decubitus ulcer	Insomnia
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Vomiting
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Headache
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		High blood pressure
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Chills
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Double vision
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Decreased appetite
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Peripheral edema
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Diarrhea
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Itching of skin
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Fever
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Erectile dysfunction
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Paresthesia
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Mouth dryness
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Back pain
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Anxiety
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Itching of unknown cause
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Weakness
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Pneumonia
Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Constipation
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Peripheral nerve disorder	Myoclonus
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Diabetic peripheral neuropathy	Pain
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Neuralgia	Alcohol intoxication (Inebriation)
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Degenerative disc disease	Abdominal distention
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Shingles (herpes zoster)	Flatulence
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Herniated disk	Constipation
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Complex regional pain syndrome	Vomiting
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."	Fibromyalgia	Flu
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Headache
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Joint pain
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Shortness of breath
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Diminished vision
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Disturbance of memory
